Action,Notes,title,key,Org,count,Matches,Unmatched,Names
,,OCHA FTS - Requirements and Funding Data,data series,OCHA Financial Tracking System (FTS)|OCHA Financial Tracking System (FTS),222,none|4,
,,Fields Data - Operational Presence,data series,Fields Data,30,none|128,d5d060d1-dadc-47c5-a8a7-99c6b346f178|ddc2ac27-96e4-47d7-ab58-ca96cbff8add|ce8d47f3-ada6-45ce-93b0-08020634f817|337187f6-0753-4793-a2d5-01b92fd8f180|d0e26157-f5ef-4105-8a91-c5577ae88f92|427c9bdc-aaa8-4dac-a809-aad4bb4baa4d|f9b3d637-bdac-4c5c-bd4d-80c4e17897dd|cdb1cc5a-34bb-4045-9dd8-637f2350c882|6ebcfc23-7b2e-47eb-b5ac-ff297df75643|a1ae8135-b024-4b16-8885-1bd40148f660|7c9c3b1d-b4b8-4fb0-918c-b5f56adefdc3|d0bd3e54-7aac-447a-901e-bd81755e363e|54c43f25-5b59-4698-b836-00c26d71b879|60ea343b-1ca6-4e39-bcc0-49b11558373d|e799c4bf-739c-4aca-abdf-c629eef1fc93|21d341ca-ca21-4087-8a2a-3941dcaf69bf|dc0e945d-86da-4417-8349-a5ef6e6ebeea|06e78d76-908c-49aa-b3ee-c5296b948080|df2218d4-ecb0-475c-9884-36b323f2b7c5|709eee33-9a08-4be5-890a-cb761d7419f0|b209f444-e4f8-428a-bfc7-cdbed84ed6f1|d14afe68-3546-4984-b5ee-3783eebffa54|9a0ac5c4-5435-4d81-bf5e-a31f62dc3662|3aaf0cdf-8ab3-418d-943d-4d4008ce2d0a|9bdd208a-b541-45be-9e35-3b4d322b6fed|391a8001-c918-4a6f-bac7-735e39a5a71e|b497e7c8-533a-4f46-ae82-8f54412e22b2,Philippines- Aklan Province: Operational Presence,Philippines- Cavite Province: Operational Presence,Philippines- Capiz Province: Operational Presence,Philippines- Camarines Sur Province: Operational Presence,Philippines- Biliran Province: Operational Presence,Philippines- Bohol Province: Operational Presence,Philippines- Antique Province: Operational Presence,Philippines- Cebu Province: Operational Presence,Philippines- Cotabato Province: Operational Presence,Philippines- Dinagat Islands Province: Operational Presence,Philippines- Eastern Samar Province: Operational Presence,Philippines- Guimaras Province: Operational Presence,Philippines- Iloilo Province: Operational Presence,Philippines- Leyte Province: Operational Presence,Philippines- Maguindanao Province: Operational Presence,Philippines- Negros Occidental Province: Operational Presence,Philippines- Negros Oriental Province: Operational Presence,Philippines- Northern Samar Province: Operational Presence,Philippines- Nueva Ecija Province: Operational Presence,Philippines- Occidental Mindoro Province: Operational Presence,Philippines- Oriental Mindoro Province: Operational Presence,Philippines- Palawan Province: Operational Presence,Philippines- Pangasinan Province: Operational Presence,Philippines- Samar Province: Operational Presence,Philippines- Siquijor Province: Operational Presence,Philippines- Southern Leyte Province: Operational Presence,Philippines- National Capital Region: Operational Presence
,,COD - Subnational Population Statistics,data series,OCHA Niger,75,none|13,
,,WHO - WHO Health Indicators,data series,World Health Organization,200,none|11,
,,UNHCR - SENS Survey,data series,UNHCR - The UN Refugee Agency|UNHCR - The UN Refugee Agency,17,none|84,360c9196-573c-4b87-8479-3ad6df3111f2|e7754da7-33a6-4060-beb1-8efbd734c206|77b00fd9-63e0-4744-b827-848e694cc802|df237210-0e61-496e-abfb-b3fd2b577c8f|fb680a90-ca44-426a-97e8-7283e3d297b9|f326b0f9-87e0-4508-a27a-c97c1a78bdb3,Mozambique - Standardised Expanded Nutrition Survey (Maratane) - 2012,Mozambique - Standardised Expanded Nutrition Survey (Maratane) - 2015,Malawi - Standardised Expanded Nutrition Survey (Dzaleka Refugee Camp) - 2012,Botswana - Standardised Expanded Nutrition Survey (Dukwi) - 2013,Malawi - Standardised Expanded Nutrition Survey (Dzaleka and Luwani Refugee Camps and Host Communities) - 2016,"Democratic Republic of the Congo - Standardised Expanded Nutrition Survey (refugees from Burundi, Central African Republic and South Sudan) - 2019"
,,UNHCR - Peru Flow Monintoring,data series,UNHCR - The UN Refugee Agency,5,none|220,c64e5475-2636-454a-96ba-d185e5531d34|ff9fe212-23d4-4ea7-8686-a9e0105abff8,"Peru - Flow Monitoring Cusco and Madre de Dios, 2022","Peru - Flow Monitoring Tumbes (Exits), 2022"
,,COD - Subnational Administrative Boundaries,data series,OCHA Philippines,111,none|12,
,,OCHA - Humanitarian Response Plan Projects,data series,OCHA Financial Tracking System (FTS),48,none|8,8c208791-416c-4fee-b711-fd6b9b838524,Uruguay - Humanitarian Response Plan projects
,,UNHCR - SENS Survey,data series,UNHCR - The UN Refugee Agency,17,none|84,f326b0f9-87e0-4508-a27a-c97c1a78bdb3,"Democratic Republic of the Congo - Standardised Expanded Nutrition Survey (refugees from Burundi, Central African Republic and South Sudan) - 2019"
,,UCDP - Data on Conflict Events,data series,HDX,124,none|25,
,,COD - Subnational Administrative Boundaries,data series,OCHA South Sudan,111,none|12,
,,OCHA Afghanistan - Who does What Where,data series,OCHA Afghanistan,16,none|62,4ea49190-507f-483d-a4f0-7aad8b56d240|3617e697-7a69-4cba-a2d7-5ec05e12be95,Afghanistan - Who does What Where (January to March 2018),Afghanistan - Who does What Where (October to December 2017)
,,UNHCR - Data on forcibly displaced populations and stateless persons,data series,UNHCR - The UN Refugee Agency,215,none|65,
,,COD - Subnational Population Statistics,data series,OCHA South Sudan,75,none|13,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,Global Healthsites Mapping Project - Healthsites,data series,Global Healthsites Mapping Project|Global Healthsites Mapping Project|Global Healthsites Mapping Project|Global Healthsites Mapping Project,199,none|66,8a390277-942c-4ba9-84c8-c28527438d7d,Cote d'Ivoire healthsites
,,Global Healthsites Mapping Project - Healthsites,data series,Global Healthsites Mapping Project,199,none|66,
,,COD - Subnational Population Statistics,data series,OCHA Latin America and the Caribbean (ROLAC),75,none|13,
,,OCHA Afghanistan - Conflict Induced Displacements 2017-2022,data series,OCHA Afghanistan,5,none|57,76583b88-b732-4ed4-bd42-bf1d5d9e03e9|ace9787d-1a4e-4ea5-a6c0-512c6e23a14e,Afghanistan - Conflict Induced Displacements in 2017,Afghanistan - Conflict Induced Displacements in 2016
,,COD - Subnational Administrative Boundaries,data series,OCHA Field Information Services Section (FISS),111,none|12,
,,Data for Good at Meta - High Resolution Population Density Maps + Demographic Estimates,data series,Data for Good at Meta (previously Facebook),190,none|27,
,,COD - Subnational Population Statistics,data series,OCHA Field Information Services Section (FISS),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA West and Central Africa (ROWCA),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Office of the Pacific Islands,75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Regional Office for Asia and the Pacific (ROAP),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA ROCCA (Closed),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Latin America and the Caribbean (ROLAC),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Middle East and North Africa (ROMENA),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA ROCCA (Closed),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Field Information Services Section (FISS),75,none|13,
,,Data for Good at Meta - High Resolution Population Density Maps + Demographic Estimates,data series,Data for Good at Meta (previously Facebook),190,none|27,
,,HOTOSM - Railways,data series,Humanitarian OpenStreetMap Team (HOT),384,none|15,
,,HOTOSM - Financial Services,data series,Humanitarian OpenStreetMap Team (HOT),385,none|16,
,,HOTOSM - Populated Places,data series,Humanitarian OpenStreetMap Team (HOT),385,none|17,
,,HOTOSM - Health Facilities,data series,Humanitarian OpenStreetMap Team (HOT),384,none|18,
,,HOTOSM - Education Facilities,data series,Humanitarian OpenStreetMap Team (HOT),385,none|19,
,,HOTOSM - Sea Ports,data series,Humanitarian OpenStreetMap Team (HOT),385,none|20,
,,HOTOSM - Airports,data series,Humanitarian OpenStreetMap Team (HOT),385,none|21,
,,HOTOSM - Points of Interest,data series,Humanitarian OpenStreetMap Team (HOT),385,none|22,
,,HOTOSM - Waterways,data series,Humanitarian OpenStreetMap Team (HOT)|Humanitarian OpenStreetMap Team (HOT),385,none|23,
,,HOTOSM - Buildings,data series,Humanitarian OpenStreetMap Team (HOT),378,none|14,
,,HOTOSM - Roads,data series,Humanitarian OpenStreetMap Team (HOT),384,none|24,
,,REACH Initiative - Needs Assessment,data series,REACH Initiative,9,none|107,
,,COD - Subnational Administrative Boundaries,data series,OCHA Field Information Services Section (FISS),111,none|12,
,,COD - Subnational Population Statistics,data series,OCHA Field Information Services Section (FISS),75,none|13,
,,FEWS NET - Most Likely in 6 months Acutely Food Insecure Population Estimates Data,data series,FEWS NET,35,none|221,
,,FEWS NET - Most Likely Acutely Food Insecure Population Estimates Data,data series,FEWS NET,31,none|222,
,,FEWS NET - Current Situation Acutely Food Insecure Population Estimates Data,data series,FEWS NET,35,none|223,
,,COD - Subnational Administrative Boundaries,data series,OCHA West and Central Africa (ROWCA),111,none|12,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,COD - Subnational Administrative Boundaries,data series,OCHA Regional Office for Asia and the Pacific (ROAP),111,none|12,
,,FEWS NET - Medium Term Projection IPC Classification Shapefile Data for 2011-2020,data series,FEWS NET,247,none|49,
,,FEWS NET - Current Situation IPC Classification Shapefile Data for 2011-2020,data series,FEWS NET,233,none|51,
,,FEWS NET - Near Term Projection IPC Classification Shapefile Data for 2011 - 2020,data series,FEWS NET,247,none|50,
,,COD - Subnational Population Statistics,data series,OCHA Syria,75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Somalia,75,none|13,
,,IOM - Displacement Data,data series,International Organization for Migration (IOM),13,none|58,1d1d5448-7cf4-4c93-b899-ecf6cd5b1429,Burundi Displacement Data - Site Assessment [IOM DTM]
,,"UNHCR - Livelihoods Programme Monitoring Beneficiary Survey, 2017 - 202",data series,UNHCR - The UN Refugee Agency,116,none|5,
,,"UNHCR - Energy Monitoring Framework Survey, 2017 - 2021",data series,UNHCR - The UN Refugee Agency,36,none|6,
,,UNOSAT - Flood and Landslide Extents,excluded,United Nations Satellite Centre (UNOSAT),367,none|26,6bcd7188-24a8-4b2f-8d1e-fc30f5144589|74f5d67a-75e6-4d00-bb1e-8342a166aa3b|0ad0ba9b-4e27-4d80-a881-b12dfac8acfe|62bd8201-17b7-4c7e-a741-0b01100e0906|e39a22f2-95d4-4a5a-81f9-3b6ea9931cb2|8929fdb9-b849-4dc0-80bd-1f57f99ddd78|e34508c5-163d-491e-b614-de82ade2e0e1|f5bc17ac-338f-4a30-99dc-b34f128810bb|22eba581-e0b4-4a00-8c41-8d77103ee8f6|35424ba4-451e-40d4-8c21-a02ceeda23ee|27093010-b710-4b42-86b6-eca8d6d55202|b1945644-d2ff-4a77-b2e5-2c421a8f330b|8a3d131e-9076-4f48-b61d-c430e0730d4c|9ca59947-72af-414f-b1d8-ea6b4174ff0b|dff8f6c1-fa95-4796-aee7-49b002986bb9|2fc2a227-f8f7-4b8c-a2ea-c6d041cfd2e1|dd1e35e9-b91e-46d2-87b8-fa125e0c4ca1|ccb90429-25a7-44ac-bd0d-64e62b3a117b|4d6f1bcb-dbf6-4c8c-a1da-4968e5240b45|12f47d7d-570f-4644-a604-350a90c666ca|3427df61-830a-4f07-9670-e2dc5546289b|81887ad1-bd1b-4e34-a34b-156758e462d1|b912a3de-71d2-4193-821c-0603ba6db28b|6060b8c8-e791-4bef-8605-6cd82c8d5953|8eadd661-6a8d-456f-a092-97aa8f2d8b3e|444d2f7d-715f-4019-b582-00d707bf89d0|39b97060-fb6a-4cb9-bb58-d6f3f3978fcd|6990d04f-ec5b-4de2-830c-d1ed9bcccba1|0bb7193b-be1b-4405-8468-39b6a22777d2|eb59dd1a-d11c-4a89-b6b8-2ee5c5bc517c|1e06c77b-cfcc-49f2-90df-c8b59aa00c25|96725e2d-1660-4b9f-8244-e6cbe21b65a8|41f3007d-3bc1-4ec8-8c99-4147677a1bb0|b62769b7-71c5-4350-bd07-df82272d081a|cde6c042-d763-4dd4-bb05-a8fcbe282484|215f3ecd-b6b5-4273-8e91-6d1cc380c352|f6f36897-3473-4edf-9e70-d4cae3211418|fcc0d215-b45a-4c1a-8dee-a22cd4ae4129|63b47398-b037-46f3-8565-20583865473e|7df732a4-2582-43b9-b650-8a1e5686c077|23b99325-27ad-4e82-a936-04f00b78c390|349b45e1-b2e9-4246-8ae2-797cb732fcaa|1c5f666e-41a8-4230-86a5-28e7ea2ea2db|f9ebfd77-4b2a-4ed2-abc3-178a8bc7c923|f88bd985-a313-47f7-ad33-daab0f3e5209|e1ba93eb-2f32-4a8a-96d1-7ea09cf148d0|2663fa6a-b39b-410b-80c6-c3a3ffef8322|f9609da9-d415-49fa-8846-75659d437fff|95b97ada-f97c-417e-8c0b-79c529b53d12|38058585-cefc-4bc5-826a-4ccdf66161a1|d223d0d1-4f27-49bc-aed0-dcab6a68def2|3c7d0b88-0c28-4a5c-94cc-ff16f21b0b9d|84dcb779-08c6-4190-8bce-ecc82c4f9082|cd0e2972-dd8f-4b48-88c9-f4a53bd040bb|feff315e-0bb6-4e69-b17e-26967c20bda6|3adcffe8-f243-4e2d-802b-fa5703630bd9|2d80fd00-88ab-4cfb-8124-7aec50ea108f|1a79cf6c-908e-4ac0-a36a-ac4e2e757071|9aa0a906-6f78-47c7-b0ae-d226f8275b67|4ab25669-afc4-4446-85a7-64ac0c165f04|1ff08bbd-5d51-438e-8f1a-8f055105e96e,"Somalia flooding Belet Weyne Town, Belet Weyne District, Hiiran Region",Ethiopia flooding  Somali region,Satellite Detected Surface Waters Extent in Phu Yen Province,Satellite Detected Surface Waters Extent in Binh Dinh Province,Satellite Detected Surface Waters Extent in The Southern Part of Vietnam,"Satellite Detected Waters in Cobán, Chisec, Ixcán y Sayaxché Municipalities, Guatemala","Geodata of Satellite Detected Waters Over Ampara and Batticaloa Districts, Sri Lanka",Satellite Detected Waters in Southern Bangladesh,"Preliminary landslide inventory of Freetown, Sierra Leone 18 August 2017","Potentially Affected Zones by the Mudflow in southeastern Freetown, Sierra Leone","Satellite Detected Water Extent in Maguindanao and Cotabato Provinces, Phillipines","Satellite Detected Water and/or Saturated Wet Soil Extent in Solon Communal Section, Haiti","Haiti - Satellite Detected Surface Waters Extent in Les Cayes and Cavaillon Communes, Sud Department","Namibia - Satellite Detected Surface Waters Extent and Evolution over Oponono Lake, Oshana region",Mozambique - Satellite Detected Surface Waters Extent and Evolution along Save River,Mozambique - Population Exposure-Cyclone Dineo-17,Satellite Detected Surface Waters Extent and Evolution in Thua Thien Hue Province,Satellite Detected Surface Waters Extent and Evolution in Quang Ngai Province,Satellite Detected Surface Waters Extent and Evolution in Binh Dinh Province,Satellite Detected Surface Waters Extent and Evolution in Quang Nam Province,Satellite Detected Surface Water Extent Evolution of Dinh Binh Lake,Satellite Detected Surface Waters Extent and Evolution in Northern Quang Binh Province,"Geodata of Satellite Detected Waters Extent Over Northwestern Rakhine State, Myanmar",Satellite Detected Water Extent and Evolution Over Central Bangladesh,Satellite Detected Water Extent and Evolution Over Eastern part of Bangladesh,"Floods in Rakhine State, Myanmar-Situation Analysis Preliminary Report","Satellite Detected Waters over central part of Kassala State, Sudan","Sudan - Possible Flood Water & Saturated Soil Over Khartoum Area, Khartoum State","Sudan - Possible Flood Water & Saturated Soil  over Al Jazeera Area, Al Jazeera State","Sudan - Possible Flood Water & Saturated Soil  over Wad Madani, Al Jazeera State","Sudan - Possible Flood Water & Saturated Soil over Abu Hamad Area, River Nile State",Geodata of Satellite Detected Waters Evolution in Central Bangladesh - Preliminary Report,Geodata of Satellite Detected Water Extent and Evolution Over Central Bangladesh,"Geodata of Possible Flood Water & Saturated Soil Over Khartoum Area, Khartoum State, Sudan","Geodata of Satellite Detected Waters over central part of Kassala State, Sudan","Geodata of Possible Flood Water & Saturated Soil over Abu Hamad Area, River Nile State, Sudan","Geodata of Flood Waters Over Chennai Area, Tamil Nadu State, India","Geodata of Flood Waters Over Chennai Area, Tamil Nadu State, India","Geodata of Overview of Flood Waters Near City of Moro in Sindh Province, Pakistan","Geodata of Overview Of Flood Waters In Lahore Area, Punjab Province (Pakistan)","Geodata of Flood Waters Over Ampara and Batticaloa Districts, Sri Lanka","Geodata of Flood Waters in Chiniot Area, Punjab Province, Pakistan","Geodata of Overview of Flood Waters in Multan area, Punjab Province, Pakistan","Geodata of Overview of Flood Waters in Puran-Fatehpur area, Punjab Province, Pakistan","Geodata of Update: Flood waters over Khartoum State, Sudan","Geodata of Flood waters over Khartoum State, Sudan","Geodata of Overview of Flood Waters in Hai Phong Province, Vietnam","Geodata of Overview of Flood Waters Along Northern  Coast, Quang Ninh Province, Vietnam","Geodata of Overview of Flood Waters Near Ha Long City, Quang Ninh Province, Vietnam","Geodata of Flood Waters Over Khartoum State, Sudan","Geodata of Flood Waters Over Khartoum State, Sudan","Geodata of Update: Landslide in Ab Barek, Badakshan Province, Afghanistan","Geodata of Estimated Rainfall Accumulation from 30 April to 06 May 2014, Afghanistan","Geodata of Flood Waters and Inundation Near Khwaja Du Koh, Jawzjan Province, Afghanistan","Geodata of Flood Waters Over Khwaja Du Koh, Jawzjan Province, Afghanistan","Geodata of Inundation Near Sar-E Pol, Sar-E Pol Province, Afghanistan","Geodata of Inundation Near Sar-E Pol, Sar-E Pol Province, Afghanistan","Geodata of Damage Assessment Along Matanikau River, Honiara, Guadalcanal, Solomon Islands","Geodata of Inundaciones en Riberalta, Departamento de Beni, Bolivia","Geodata of Inundaciones en Trinidad, Departamento de Beni, Bolivia","Geodata of Submerged Homesteads At Tokwe Mukorsi Dam, Masvingo Province, Zimbabwe"
,,Data for Good at Meta - High Resolution Population Density Maps + Demographic Estimates,data series,Data for Good at Meta (previously Facebook),190,none|27,
,,UNOSAT - Damage Assessment,excluded,United Nations Satellite Centre (UNOSAT),41,none|28,eb868d4a-1885-46e9-a6b3-9d036093e1c6|07d20e8c-79ee-4148-ac20-974b61795e3a|2ad3d411-1bd8-4ce5-a45c-8338f01a4bfc|dcfe97f7-46d8-4475-a300-eb5673a1bd7e|ac495218-93cd-4ba5-a2a7-b4208447e475|58de1286-210b-4608-92d7-92fa8170ffe7|7e206308-f7e8-4d4e-b4cd-70bd365e6088|2080de65-15d9-4ebc-88cd-148ee59b64c2|341d80ac-06aa-468b-9032-3193f52a5520|369463f3-36b8-42f9-bd37-870a33ac8227|b1026e90-3c3f-4735-82cd-e0a47c25c4dc|68e776ce-966e-4368-a530-9caa98fabcba|a92705e2-9f28-4090-862c-372ec7ce1e6e|402b74cf-0aaf-49f2-aea5-b7ea0ec7f364|7f5ffab5-2251-45f8-9016-50f7a6e6839f|0fc269e7-88ca-4eaa-a004-d50377c154cd|2b318dbd-3811-4fdd-bb1e-7672bba4cf8d|33919891-a73e-412d-b190-2da2530f9e7f|44b8e038-692a-4fac-89b1-97c7739c1645|7af476b4-9eaa-424d-bf55-06a5f634a30a|f11915ee-58dc-4a64-970b-1a60ae593da9|c288583c-692a-4344-bf8b-761724ac7535|b5efece4-69c5-415d-ac35-153225a92292|d9544ec1-94db-4443-8c22-7ba4455a8533|ed19dc97-6338-4169-a26e-0e498a125088|3e07795e-5eef-463b-a293-b4c61c8884fb|9d4e7888-5ee9-498b-821f-1d8c05365000|ec654729-2e18-432c-add5-926a517383d5|f505b758-1c04-41d1-8c5f-bd74b2f14491|8329c75f-5822-418f-9e3a-2a653b05d908|44c6950e-3e52-471d-a80b-e304a90d54f0|582355af-dfaa-48e3-9cbd-15dc91924015|5c8013d2-aaae-4cc4-8e71-e7ca646f4753|e55575f6-0a98-498e-ad9d-56eb1bb3145b,"Damaged structures and related density map in Sarpol-e-Zahab, Kermanshah, Iran","Shelters and people gathering sites in Sarpol-e-Zahab, Kermanshah, Iran","Damage Assessment of Koeeke Hasan Town and Surroundings, Kermanshah, Iran","Damage Assessment in San Andrés Cholula and San Pedro Cholula, State of Puebla, Mexico","Evaluación de daño en la colonia Cuautepec Madero, Ciudad de México",Mexico-Pijijiapan earthquake Mw 8.1 - Population Exposure Analysis,"Geodata of Damage Density in The City of Jama, Manabi Province, Ecuador","Geodata of Damage Density in the City of Portoviejo, Manabi Province, Ecuador","Geodata of Damage assessment of Montecristi, Manabi province, Ecuador","Geodata of Damage Assessment of Portoviejo City, Manabi Province, Ecuador","Geodata of Damage Assessment of Chone area, Manabi Province, Ecuador","Geodata of Damage Assessment of Muisne, Esmeraldas Province, Ecuador","Geodata of Damage Assessment of Bahia de Caraquez, Manabi Province, Ecuador","Geodata of Damage Assessment of San Vicente, Manabi Province, Ecuador","Geodata of Damage Assessment of Crucita Area, Manabi Province, Ecuador","Geodata of Damage Assessment of Salinas and La Libertad Areas, Santa Elena Province, Ecuador","Geodata of Damage Assessment of Atacames area, Esmeraldas Province, Ecuador","Geodata of Damage Assessment of Puli Khumri Area, Baghlan Province, Afghanistan","Geodata of Damage Assessment of Kalam Area, Swat District, Khyber Pakhtunkhwa Province, Pakistan","Geodata of Damage Assessment of Kalam Area, Khyber Pakhtunkhwa Province, Pakistan","Geodata of Damage Assessment of Aliabad Area, Hunza Nagar District, Pakistan","Geodata of Damage Assessment of Chitral Area, Khyber Pakhtunkhwa Province, Pakistan","Geodata of Damage Assessment of Fayzabad Area, Badakhshan Province, Afghanistan","Geodata of Damage Assessment of Kunduz Area, Kunduz Province, Afghanistan","Geodata of Damage Assessment of Muchok Area, Western Region, Nepal","Geodata of Damage Assessment of Hansapur Area, Western Region, Nepal","Geodata of Damage Assessment of Daraudi Valley, Western Region, Nepal","Geodata of Damage Assessment of Bhaktapur, Kathmandu Valley, Nepal","Geodata of Damage Assessment of Banepa, Kathmandu Valley, Nepal","Geodata of Damage Assessment of Sankhu, Kathmandu Valley, Nepal","Geodata of Damage Assessment of Tuhure Pasal Area, Western Region, Nepal","Geodata of Damage Assessment of West Sundar Bazar Area, Western Region, Nepal","Geodata of Damage Assessment of Manbu Area, Western Region, Nepal","Geodata of Damage and Displaced Persons Visible in Satellite Imagery. Kathmandu, Nepal - 27 April 2015"
,,COD - Subnational Population Statistics,data series,OCHA West and Central Africa (ROWCA),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Mali,75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),75,none|13,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,IATI - Current IATI aid activities,data series,International Aid Transparency Initiative,242,none|53,
,,Myanmar Information Management Unit (MIMU) - Village Points,data series,Myanmar Information Management Unit (MIMU),16,none|54,
,,Myanmar Information Management Unit (MIMU) - Boundaries,data series,Myanmar Information Management Unit (MIMU),20,none|55,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Regional Office for Asia and the Pacific (ROAP),75,none|13,
,,UNHCR - UNHCR Global Trends: Forced Displacement in,data series,UNHCR - The UN Refugee Agency,6,none|59,6d6d947a-27ec-46a4-9fe2-3d072d5df485,UNHCR Global Trends: Forced Displacement in 2016 Data
,,COD - Subnational Population Statistics,data series,OCHA Field Information Services Section (FISS),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Venezuela,75,none|13,
,,CLEAR Global - Languages,data series,CLEAR Global (previously Translators without Borders),27,none|61,
,,COD - Subnational Population Statistics,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),75,none|13,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Central African Republic,75,none|13,
,,OCHA Nigeria - 3W,data series,OCHA Nigeria,8,none|63,
